,txt_file,result
533,SERASA-R12211762.txt,1
534,SERASA-R1976591.txt,0
535,SERASA-R1248826.txt,0
536,SERASA-R1859955.txt,1
537,SERASA-R12307351.txt,1
538,SERASA-R12303891.txt,0
539,SERASA-R1787514.txt,0
540,SERASA-R414022.txt,0
541,SERASA-R14908910.txt,1
542,SERASA-R12441681.txt,1
543,SERASA-R1573499.txt,1
544,SERASA-R1425824.txt,1
545,SERASA-R12193312.txt,1
546,SERASA-R5047122.txt,0
547,SERASA-R132673.txt,0
548,SERASA-R1620293.txt,1
549,SERASA-R1922063.txt,0
550,SERASA-R8152746.txt,0
551,SERASA-R1503984.txt,0
552,SERASA-R1453806.txt,1
553,SERASA-R1790455.txt,1
554,SERASA-R858372.txt,1
555,SERASA-R12318081.txt,1
556,SERASA-R1794794.txt,1
557,SERASA-R2680911.txt,1
558,SERASA-R1672665.txt,1
559,SERASA-R12367031.txt,0
560,SERASA-R469462.txt,1
561,SERASA-R1780066.txt,0
562,SERASA-R51672.txt,1
563,SERASA-R1567911.txt,1
564,SERASA-R12257631.txt,1
565,SERASA-R1654723.txt,0
566,SERASA-R1947072.txt,1
567,SERASA-R1892311.txt,1
568,SERASA-R19972110.txt,0
569,SERASA-R1364732.txt,1
570,SERASA-R12235981.txt,1
571,SERASA-R2162703.txt,0
572,SERASA-R6954332.txt,0
573,SERASA-R536201.txt,1
574,SERASA-R12312821.txt,0
575,SERASA-R1297275.txt,0
576,SERASA-R2054751.txt,0
577,SERASA-R11668816.txt,1
578,SERASA-R1913477.txt,1
579,SERASA-R1669284.txt,1
580,SERASA-R1460687.txt,0
581,SERASA-R12168910.txt,0
582,SERASA-R505443.txt,0
583,SERASA-R1557006.txt,1
584,SERASA-R241766.txt,0
585,SERASA-R934962.txt,1
586,SERASA-R711483.txt,1
587,SERASA-R2059202.txt,1
588,SERASA-R1958383.txt,0
589,SERASA-R2010723.txt,0
590,SERASA-R1924084.txt,1
591,SERASA-R457533.txt,0
592,SERASA-R1490465.txt,0
593,SERASA-R1871543.txt,0
594,SERASA-R1519305.txt,0
595,SERASA-R12360491.txt,0
596,SERASA-R6966072.txt,0
597,SERASA-R1915641.txt,1
598,SERASA-R1815734.txt,1
599,SERASA-R1340353.txt,0
600,SERASA-R1466193.txt,1
601,SERASA-R12195082.txt,1
602,SERASA-R1473888.txt,1
603,SERASA-R1700335.txt,1
604,SERASA-R1650264.txt,1
605,SERASA-R1687472.txt,1
606,SERASA-R1634610.txt,1
607,SERASA-R1650682.txt,1
608,SERASA-R2087823.txt,1
609,SERASA-R2047354.txt,0
610,SERASA-R1638604.txt,1
611,SERASA-R1761473.txt,0
612,SERASA-R1253376.txt,1
613,SERASA-R55975.txt,1
614,SERASA-R12284051.txt,1
615,SERASA-R1983193.txt,1
616,SERASA-R1041515.txt,1
617,SERASA-R9072415.txt,1
618,SERASA-R12261141.txt,1
619,SERASA-R14102611.txt,1
620,SERASA-R1191816.txt,0
621,SERASA-R1208516.txt,1
622,SERASA-R2232343.txt,1
623,SERASA-R231298.txt,1
624,SERASA-R1524474.txt,1
625,SERASA-R1228185.txt,1
626,SERASA-R1308325.txt,0
627,SERASA-R1783383.txt,1
628,SERASA-R12322271.txt,1
629,SERASA-R2229951.txt,0
630,SERASA-R1428155.txt,1
631,SERASA-R2057903.txt,1
632,SERASA-R1195706.txt,1
633,SERASA-R1208106.txt,1
634,SERASA-R1137692.txt,1
635,SERASA-R153633.txt,1
636,SERASA-R2132461.txt,0
637,SERASA-R610764.txt,1
638,SERASA-R12263841.txt,1
639,SERASA-R1307025.txt,1
640,SERASA-R1762454.txt,0
641,SERASA-R1528729.txt,0
642,SERASA-R1544545.txt,1
643,SERASA-R1358833.txt,1
644,SERASA-R14661310.txt,1
645,SERASA-R8689012.txt,1
646,SERASA-R1002173.txt,1
647,SERASA-R1907154.txt,0
648,SERASA-R1138458.txt,0
649,SERASA-R606314.txt,1
650,SERASA-R1813972.txt,0
651,SERASA-R1241551.txt,1
652,SERASA-R1216869.txt,1
653,SERASA-R438032.txt,1
654,SERASA-R721738.txt,1
655,SERASA-R12307121.txt,1
656,SERASA-R8084510.txt,0
657,SERASA-R1503436.txt,0
658,SERASA-R1154964.txt,1
659,SERASA-R294631.txt,0
660,SERASA-R1209126.txt,0
661,SERASA-R19676.txt,1
662,SERASA-R11376811.txt,0
663,SERASA-R1322803.txt,1
664,SERASA-R2230101.txt,0
665,SERASA-R12422641.txt,1
666,SERASA-R1922053.txt,0
667,SERASA-R1924033.txt,1
668,SERASA-R12280071.txt,1
669,SERASA-R1669215.txt,1
670,SERASA-R1457915.txt,1
671,SERASA-R11306010.txt,1
672,SERASA-R12272021.txt,1
673,SERASA-R188991.txt,0
674,SERASA-R3948314.txt,0
675,SERASA-R1651666.txt,1
676,SERASA-R1972719.txt,1
677,SERASA-R427474.txt,1
678,SERASA-R1978864.txt,0
679,SERASA-R1435924.txt,1
680,SERASA-R1271807.txt,1
681,SERASA-R12159651.txt,1
682,SERASA-R6704122.txt,1
683,SERASA-R1786654.txt,1
684,SERASA-R1725662.txt,1
685,SERASA-R7498410.txt,1
686,SERASA-R2059222.txt,1
687,SERASA-R1793572.txt,1
688,SERASA-R1066191.txt,0
689,SERASA-R12316941.txt,1
690,SERASA-R1913704.txt,1
691,SERASA-R566524.txt,1
692,SERASA-R12162081.txt,0
693,SERASA-R1923162.txt,1
694,SERASA-R2251402.txt,1
695,SERASA-R12448110.txt,1
696,SERASA-R1958482.txt,1
697,SERASA-R1957082.txt,0
698,SERASA-R2077311.txt,1
699,SERASA-R1206571.txt,1
700,SERASA-R1767933.txt,0
701,SERASA-R1870862.txt,1
702,SERASA-R1639283.txt,0
703,SERASA-R12332961.txt,1
704,SERASA-R1807851.txt,1
705,SERASA-R1457714.txt,0
706,SERASA-R12286021.txt,1
707,SERASA-R507633.txt,0
708,SERASA-R2275996.txt,0
709,SERASA-R2075154.txt,1
710,SERASA-R1413878.txt,1
711,SERASA-R2522410.txt,1
712,SERASA-R1805312.txt,1
713,SERASA-R967279.txt,1
714,SERASA-R297133.txt,1
715,SERASA-R1774503.txt,0
716,SERASA-R2030312.txt,1
717,SERASA-R451392.txt,1
718,SERASA-R1049206.txt,1
719,SERASA-R1639005.txt,1
720,SERASA-R1921564.txt,0
721,SERASA-R1573484.txt,1
722,SERASA-R1859945.txt,1
723,SERASA-R1533278.txt,0
724,SERASA-R1151721.txt,1
725,SERASA-R1777132.txt,1
726,SERASA-R1010342.txt,1
727,SERASA-R570447.txt,1
728,SERASA-R890742.txt,1
729,SERASA-R1272502.txt,0
730,SERASA-R155488.txt,0
731,SERASA-R925111.txt,1
732,SERASA-R159335.txt,0
733,SERASA-R1190253.txt,0
734,SERASA-R1057456.txt,1
735,SERASA-R468784.txt,0
736,SERASA-R1392776.txt,1
737,SERASA-R89315.txt,1
738,SERASA-R422814.txt,0
739,SERASA-R563226.txt,0
740,SERASA-R632271.txt,0
741,SERASA-R1004695.txt,0
742,SERASA-R1282737.txt,1
743,SERASA-R389688.txt,0
744,SERASA-R59777.txt,0
745,SERASA-R9388212.txt,1
746,SERASA-R436837.txt,0
747,SERASA-R147961.txt,1
748,SERASA-R1681223.txt,1
749,SERASA-R2196592.txt,0
750,SERASA-R685876.txt,0
751,SERASA-R741016.txt,0
752,SERASA-R292686.txt,1
753,SERASA-R914138.txt,0
754,SERASA-R258805.txt,0
755,SERASA-R436665.txt,1
756,SERASA-R1484217.txt,1
757,SERASA-R70709.txt,0
758,SERASA-R10674715.txt,1
759,SERASA-R265713.txt,0
760,SERASA-R51684.txt,0
761,SERASA-R939607.txt,1
762,SERASA-R952613.txt,1
763,SERASA-R159853.txt,1
764,SERASA-R344929.txt,0
765,SERASA-R2077079.txt,1
